2.110000	4.980000	108
9.080000	12.190000	109
16.300000	126.000000	110
130.540000	217.940000	111
222.200000	344.340000	112
348.540000	352.540000	113
356.770000	460.100000	114
464.160000	560.320000	115
564.540000	568.230000	116
572.150000	678.940000	117
683.170000	794.220000	118
798.480000	858.820000	119
863.050000	955.680000	120
959.990000	1033.760000	121
1037.930000	1077.670000	122
1081.710000	1107.010000	123
1110.990000	1137.180000	124
1141.240000	1169.300000	125
1173.640000	1212.160000	126
1216.420000	1236.760000	127
1241.070000	1244.440000	128
1248.890000	1317.440000	129
1321.670000	1403.710000	130
1407.990000	1464.590000	131
1468.970000	1534.090000	132
1538.430000	1603.400000	133
1607.050000	1671.580000	134
1675.370000	1733.870000	135
1737.470000	1797.500000	136
1801.130000	1855.160000	137
1858.700000	1891.280000	138
1894.960000	1898.820000	139
1902.540000	1967.840000	140
1971.270000	2043.730000	141
2047.310000	2102.520000	142
2106.030000	2168.070000	143
2171.580000	2235.860000	144
2239.550000	2301.430000	145
2304.990000	2356.240000	146
2359.940000	2413.210000	147
2416.690000	2467.670000	148
2471.310000	2540.200000	149
2543.760000	2623.510000	150
2627.250000	2630.840000	151
2634.680000	2701.160000	152
2705.010000	2776.690000	153
2780.400000	2851.360000	154
2855.020000	2904.380000	155
2907.980000	2957.980000	156
2961.710000	3011.450000	157
3015.020000	3059.320000	158
3062.840000	3099.680000	159
3103.230000	3141.850000	160
3145.470000	3190.030000	161
3193.770000	3232.130000	162
3235.980000	3274.040000	163
3277.750000	3315.650000	164
3319.240000	3355.740000	165
3359.370000	3396.720000	166
3400.230000	3437.620000	167
3441.310000	3478.490000	168
3482.090000	3534.000000	169
3537.520000	3550.880000	170
3554.620000	3568.030000	171
3571.750000	3585.910000	172
3589.930000	3662.080000	173
3665.570000	3669.810000	174
3673.400000	3719.040000	175
3722.730000	3786.870000	176
3790.580000	3831.130000	177
3834.870000	3857.260000	178
3861.020000	3883.180000	179
3886.740000	3923.740000	180
3927.440000	3980.900000	181
3984.640000	4036.630000	182
4040.910000	4091.260000	183
4095.110000	4099.430000	184
4103.180000	4176.850000	185
4180.760000	4268.860000	186
4272.470000	4317.260000	187
4320.990000	4433.620000	188
4437.320000	4484.840000	189
4488.490000	4491.360000	190
4495.020000	4560.950000	191
4564.740000	4567.860000	192
4571.500000	4668.370000	193
4671.980000	4743.540000	194
4747.230000	4750.770000	195
4754.380000	4757.190000	196
4760.910000	4773.910000	197
